emotion;path;in_set;fold
2;6803.png;Training;0
1;6804.png;Training;4
0;6805.png;Training;3
0;6806.png;Training;0
2;6807.png;Training;0
2;6808.png;Training;4
2;6809.png;Training;3
0;6810.png;Training;0
1;6811.png;Training;2
2;6812.png;Training;4
0;6813.png;Training;4
2;6814.png;Training;4
1;6815.png;Training;4
2;6816.png;Training;3
2;6817.png;Training;3
1;6818.png;Training;4
2;6819.png;Training;1
2;6820.png;Training;2
2;6821.png;Training;0
2;6822.png;Training;0
1;6823.png;Training;2
2;6824.png;Training;2
0;6825.png;Training;1
0;6826.png;Training;1
2;6827.png;Training;3
2;6828.png;Training;0
1;6829.png;Training;0
2;6830.png;Training;3
1;6831.png;Training;4
2;6832.png;Training;3
2;6833.png;Training;0
1;6835.png;Training;4
0;6836.png;Training;3
0;6838.png;Training;3
1;6839.png;Training;4
2;6840.png;Training;1
1;6841.png;Training;1
0;6842.png;Training;0
1;6843.png;Training;1
1;6844.png;Training;4
2;6845.png;Training;3
2;6846.png;Training;0
2;6848.png;Training;4
1;6849.png;Training;0
2;6850.png;Training;4
2;6851.png;Training;2
2;6852.png;Training;2
2;6853.png;Training;0
2;6854.png;Training;2
1;6855.png;Training;1
2;6856.png;Training;0
0;6857.png;Training;0
2;6858.png;Training;4
0;6859.png;Training;3
2;6860.png;Training;3
2;6861.png;Training;0
0;6862.png;Training;1
2;6863.png;Training;1
1;6864.png;Training;4
1;6865.png;Training;4
2;6866.png;Training;3
2;6867.png;Training;1
2;6868.png;Training;3
0;6869.png;Training;1
2;6870.png;Training;3
2;6871.png;Training;3
1;6872.png;Training;1
0;6873.png;Training;4
2;6874.png;Training;0
1;6875.png;Training;4
2;6876.png;Training;0
2;6878.png;Training;4
1;6879.png;Training;1
1;6880.png;Training;4
2;6881.png;Training;1
1;6882.png;Training;2
2;6883.png;Training;0
2;6884.png;Training;3
1;6885.png;Training;4
2;6886.png;Training;2
0;6888.png;Training;0
2;6889.png;Training;1
2;6890.png;Training;3
0;6891.png;Training;3
0;6892.png;Training;0
2;6893.png;Training;1
1;6894.png;Training;1
1;6895.png;Training;1
2;6896.png;Training;0
2;6897.png;Training;3
2;6898.png;Training;4
1;6899.png;Training;2
2;6900.png;Training;1
2;6901.png;Training;3
2;6902.png;Training;2
0;6903.png;Training;3
2;6904.png;Training;4
1;6905.png;Training;0
1;6906.png;Training;0
2;6907.png;Training;3
1;6908.png;Training;1
2;6909.png;Training;3
2;6910.png;Training;4
0;6911.png;Training;0
2;6912.png;Training;4
2;6913.png;Training;1
1;6914.png;Training;2
2;6915.png;Training;3
1;6916.png;Training;2
1;6917.png;Training;4
2;6918.png;Training;3
2;6919.png;Training;3
0;6920.png;Training;3
2;6921.png;Training;2
2;6922.png;Training;2
2;6923.png;Training;3
0;6924.png;Training;2
0;6925.png;Training;3
2;6926.png;Training;0
2;6927.png;Training;2
1;6928.png;Training;1
2;6929.png;Training;3
2;6930.png;Training;4
2;6931.png;Training;3
0;6932.png;Training;3
1;6933.png;Training;4
0;6934.png;Training;4
1;6935.png;Training;3
2;6937.png;Training;1
2;6938.png;Training;4
2;6939.png;Training;4
2;6940.png;Training;3
1;6941.png;Training;2
2;6943.png;Training;1
2;6944.png;Training;4
2;6946.png;Training;4
1;6947.png;Training;0
2;6948.png;Training;1
0;6949.png;Training;0
0;6950.png;Training;2
1;6951.png;Training;3
2;6952.png;Training;0
0;6953.png;Training;2
2;6954.png;Training;3
2;6955.png;Training;0
0;6956.png;Training;3
2;6957.png;Training;2
2;6958.png;Training;1
2;6959.png;Training;0
2;6960.png;Training;3
1;6961.png;Training;2
2;6962.png;Training;0
2;6964.png;Training;2
2;6965.png;Training;0
0;6967.png;Training;2
2;6968.png;Training;0
0;6969.png;Training;4
2;6970.png;Training;3
0;6971.png;Training;2
0;6972.png;Training;2
2;6973.png;Training;3
0;6974.png;Training;3
1;6975.png;Training;4
1;6976.png;Training;2
1;6977.png;Training;3
2;6978.png;Training;4
1;6979.png;Training;1
2;6980.png;Training;2
0;6981.png;Training;2
1;6982.png;Training;1
0;6983.png;Training;2
2;6984.png;Training;0
1;6985.png;Training;4
1;6986.png;Training;2
2;6987.png;Training;1
2;6988.png;Training;2
1;6989.png;Training;2
1;6990.png;Training;2
2;6991.png;Training;0
2;6992.png;Training;3
1;6993.png;Training;2
2;6994.png;Training;2
1;6997.png;Training;2
0;6998.png;Training;3
1;6999.png;Training;3
2;7000.png;Training;4
2;7001.png;Training;1
2;7003.png;Training;3
2;7004.png;Training;0
2;7005.png;Training;0
1;7006.png;Training;3
2;7007.png;Training;4
0;7008.png;Training;1
0;7009.png;Training;2
2;7010.png;Training;2
2;7011.png;Training;3
1;7012.png;Training;2
1;7013.png;Training;4
1;7014.png;Training;3
2;7015.png;Training;4
1;7016.png;Training;0
1;7017.png;Training;1
2;7018.png;Training;1
2;7019.png;Training;3
1;7020.png;Training;1
2;7021.png;Training;1
1;7022.png;Training;2
1;7026.png;Training;0
2;7027.png;Training;1
1;7028.png;Training;1
1;7029.png;Training;4
2;7030.png;Training;1
2;7031.png;Training;4
2;7033.png;Training;2
1;7035.png;Training;1
1;7036.png;Training;0
2;7037.png;Training;1
2;7038.png;Training;3
2;7039.png;Training;3
0;7041.png;Training;0
0;7043.png;Training;1
2;7044.png;Training;3
1;7045.png;Training;1
2;7046.png;Training;0
0;7047.png;Training;4
2;7048.png;Training;1
2;7049.png;Training;4
1;7050.png;Training;0
2;7051.png;Training;4
1;7052.png;Training;4
2;7053.png;Training;3
0;7054.png;Training;4
0;7055.png;Training;2
2;7056.png;Training;1
2;7057.png;Training;0
2;7058.png;Training;4
1;7059.png;Training;4
2;7061.png;Training;0
1;7062.png;Training;4
2;7063.png;Training;0
0;7064.png;Training;1
1;7065.png;Training;3
2;7066.png;Training;0
2;7067.png;Training;2
2;7068.png;Training;4
0;7070.png;Training;2
2;7071.png;Training;2
0;7072.png;Training;3
2;7074.png;Training;2
0;7077.png;Training;3
1;7078.png;Training;2
2;7079.png;Training;1
1;7080.png;Training;3
2;7081.png;Training;1
2;7082.png;Training;1
2;7083.png;Training;3
2;7084.png;Training;1
2;7085.png;Training;3
2;7086.png;Training;1
2;7087.png;Training;2
2;7088.png;Training;4
2;7090.png;Training;4
2;7091.png;Training;1
0;7092.png;Training;1
2;7093.png;Training;1
0;7094.png;Training;0
2;7095.png;Training;3
2;7096.png;Training;2
2;7098.png;Training;0
0;7099.png;Training;4
1;7100.png;Training;1
2;7102.png;Training;4
2;7103.png;Training;2
2;7104.png;Training;4
2;7105.png;Training;0
0;7106.png;Training;2
0;7107.png;Training;3
2;7108.png;Training;2
2;7109.png;Training;0
0;7110.png;Training;4
2;7111.png;Training;3
1;7112.png;Training;0
2;7113.png;Training;1
1;7114.png;Training;0
2;7115.png;Training;4
1;7116.png;Training;2
2;7117.png;Training;3
0;7118.png;Training;4
2;7119.png;Training;2
1;7120.png;Training;4
2;7121.png;Training;0
2;7122.png;Training;0
1;7123.png;Training;0
2;7125.png;Training;2
2;7126.png;Training;1
0;7127.png;Training;1
0;7128.png;Training;2
2;7129.png;Training;1
1;7130.png;Training;2
0;7131.png;Training;2
0;7132.png;Training;4
2;7134.png;Training;1
1;7135.png;Training;0
2;7136.png;Training;2
0;7137.png;Training;4
1;7138.png;Training;4
2;7140.png;Training;2
1;7141.png;Training;1
2;7142.png;Training;3
2;7143.png;Training;2
2;7144.png;Training;1
0;7145.png;Training;3
2;7146.png;Training;1
1;7147.png;Training;3
1;7148.png;Training;4
0;7149.png;Training;0
2;7150.png;Training;3
2;7151.png;Training;0
1;7152.png;Training;0
1;7154.png;Training;2
0;7155.png;Training;3
0;7156.png;Training;3
2;7157.png;Training;0
2;7158.png;Training;0
1;7159.png;Training;4
2;7160.png;Training;1
1;7161.png;Training;3
1;7162.png;Training;1
2;7163.png;Training;3
2;7165.png;Training;1
1;7166.png;Training;1
2;7167.png;Training;3
2;7168.png;Training;2
0;7169.png;Training;2
1;7170.png;Training;1
1;7171.png;Training;1
1;7172.png;Training;3
2;7173.png;Training;3
2;7174.png;Training;2
1;7175.png;Training;1
2;7176.png;Training;0
2;7177.png;Training;2
1;7178.png;Training;2
2;7179.png;Training;2
2;7180.png;Training;4
1;7181.png;Training;4
2;7182.png;Training;2
1;7183.png;Training;3
2;7184.png;Training;4
1;7185.png;Training;0
1;7186.png;Training;0
2;7187.png;Training;4
1;7188.png;Training;0
2;7189.png;Training;0
1;7190.png;Training;1
1;7191.png;Training;2
2;7192.png;Training;0
2;7194.png;Training;4
2;7195.png;Training;2
1;7196.png;Training;2
2;7197.png;Training;1
0;7198.png;Training;0
2;7199.png;Training;2
1;7200.png;Training;1
1;7201.png;Training;2
2;7202.png;Training;1
0;7205.png;Training;3
1;7206.png;Training;3
2;7207.png;Training;1
2;7208.png;Training;0
1;7209.png;Training;4
1;7210.png;Training;3
2;7212.png;Training;1
2;7213.png;Training;3
0;7214.png;Training;1
1;7215.png;Training;1
2;7216.png;Training;3
1;7217.png;Training;3
1;7218.png;Training;2
2;7219.png;Training;0
0;7220.png;Training;4
2;7222.png;Training;3
1;7223.png;Training;4
2;7224.png;Training;3
2;7225.png;Training;1
1;7226.png;Training;1
0;7227.png;Training;2
2;7228.png;Training;1
0;7229.png;Training;2
2;7230.png;Training;4
1;7231.png;Training;4
2;7232.png;Training;1
2;7233.png;Training;1
1;7234.png;Training;0
2;7235.png;Training;1
2;7236.png;Training;2
2;7237.png;Training;2
2;7238.png;Training;3
0;7239.png;Training;2
2;7240.png;Training;2
2;7241.png;Training;1
1;7242.png;Training;3
2;7243.png;Training;0
1;7244.png;Training;0
1;7245.png;Training;3
0;7246.png;Training;3
2;7247.png;Training;3
2;7248.png;Training;1
2;7249.png;Training;4
1;7251.png;Training;1
2;7252.png;Training;0
2;7253.png;Training;3
0;7254.png;Training;3
2;7255.png;Training;3
2;7257.png;Training;4
0;7258.png;Training;0
2;7259.png;Training;3
1;7260.png;Training;4
2;7261.png;Training;2
2;7262.png;Training;0
1;7263.png;Training;2
2;7264.png;Training;0
1;7265.png;Training;1
1;7266.png;Training;1
2;7267.png;Training;2
2;7268.png;Training;0
2;7269.png;Training;0
2;7270.png;Training;0
2;7271.png;Training;3
1;7272.png;Training;4
0;7273.png;Training;4
0;7274.png;Training;0
2;7275.png;Training;2
0;7276.png;Training;4
1;7277.png;Training;4
0;7278.png;Training;0
1;7279.png;Training;2
1;7280.png;Training;1
2;7281.png;Training;4
2;7282.png;Training;3
1;7283.png;Training;3
2;7284.png;Training;2
2;7285.png;Training;4
2;7287.png;Training;4
2;7288.png;Training;1
2;7289.png;Training;1
1;7290.png;Training;4
2;7291.png;Training;0
1;7292.png;Training;0
0;7294.png;Training;4
1;7295.png;Training;0
2;7296.png;Training;4
0;7297.png;Training;0
1;7298.png;Training;4
1;7299.png;Training;4
2;7300.png;Training;3
2;7301.png;Training;0
2;7302.png;Training;3
2;7303.png;Training;2
0;7304.png;Training;3
2;7305.png;Training;0
2;7306.png;Training;3
1;7307.png;Training;4
2;7308.png;Training;3
2;7310.png;Training;0
1;7311.png;Training;3
0;7312.png;Training;3
2;7313.png;Training;2
2;7314.png;Training;3
0;7316.png;Training;4
2;7317.png;Training;2
0;7319.png;Training;4
1;7320.png;Training;2
2;7321.png;Training;1
2;7322.png;Training;0
2;7323.png;Training;4
0;7324.png;Training;0
2;7325.png;Training;3
0;7326.png;Training;3
2;7327.png;Training;0
2;7328.png;Training;3
1;7329.png;Training;0
1;7330.png;Training;2
2;7331.png;Training;1
1;7332.png;Training;1
1;7333.png;Training;3
1;7334.png;Training;0
1;7335.png;Training;4
2;7336.png;Training;2
2;7337.png;Training;0
2;7338.png;Training;0
2;7339.png;Training;0
2;7340.png;Training;4
2;7341.png;Training;0
2;7342.png;Training;4
1;7343.png;Training;0
0;7344.png;Training;3
1;7345.png;Training;2
2;7346.png;Training;1
0;7348.png;Training;2
2;7349.png;Training;3
2;7350.png;Training;4
2;7351.png;Training;4
2;7353.png;Training;2
2;7354.png;Training;1
2;7355.png;Training;4
1;7356.png;Training;1
1;7357.png;Training;3
2;7358.png;Training;1
2;7359.png;Training;0
2;7360.png;Training;4
0;7361.png;Training;4
2;7362.png;Training;3
2;7363.png;Training;3
2;7365.png;Training;0
1;7366.png;Training;3
2;7367.png;Training;3
0;7368.png;Training;1
1;7369.png;Training;3
2;7370.png;Training;2
2;7371.png;Training;0
2;7373.png;Training;3
2;7374.png;Training;2
2;7375.png;Training;4
0;7376.png;Training;3
2;7377.png;Training;0
2;7378.png;Training;2
1;7379.png;Training;2
1;7380.png;Training;2
1;7383.png;Training;2
2;7384.png;Training;1
2;7385.png;Training;2
2;7386.png;Training;2
1;7387.png;Training;0
2;7389.png;Training;0
2;7390.png;Training;2
0;7391.png;Training;1
1;7392.png;Training;0
2;7393.png;Training;0
2;7394.png;Training;3
0;7395.png;Training;0
2;7396.png;Training;4
0;7397.png;Training;2
0;7398.png;Training;1
0;7399.png;Training;1
2;7400.png;Training;2
0;7401.png;Training;3
0;7402.png;Training;1
0;7403.png;Training;0
0;7404.png;Training;3
2;7405.png;Training;3
2;7406.png;Training;4
2;7407.png;Training;0
0;7408.png;Training;2
2;7409.png;Training;0
1;7410.png;Training;4
1;7411.png;Training;4
2;7412.png;Training;0
1;7413.png;Training;4
0;7414.png;Training;1
2;7415.png;Training;0
1;7416.png;Training;1
2;7417.png;Training;0
2;7418.png;Training;1
2;7420.png;Training;0
1;7421.png;Training;1
0;7422.png;Training;4
0;7423.png;Training;3
1;7425.png;Training;4
2;7426.png;Training;3
1;7427.png;Training;3
2;7428.png;Training;1
2;7429.png;Training;3
2;7430.png;Training;1
2;7432.png;Training;3
0;7433.png;Training;3
0;7435.png;Training;0
2;7436.png;Training;1
1;7437.png;Training;3
2;7439.png;Training;3
2;7440.png;Training;4
1;7441.png;Training;2
1;7442.png;Training;3
0;7443.png;Training;4
1;7444.png;Training;4
1;7445.png;Training;4
1;7446.png;Training;3
0;7447.png;Training;2
0;7448.png;Training;4
2;7449.png;Training;0
2;7451.png;Training;4
1;7452.png;Training;2
2;7453.png;Training;4
2;7455.png;Training;1
0;7456.png;Training;2
2;7457.png;Training;0
1;7458.png;Training;1
2;7460.png;Training;3
0;7462.png;Training;2
1;7463.png;Training;1
2;7464.png;Training;0
2;7465.png;Training;4
0;7466.png;Training;3
1;7467.png;Training;2
2;7468.png;Training;1
1;7469.png;Training;2
0;7470.png;Training;4
2;7471.png;Training;4
2;7472.png;Training;1
2;7473.png;Training;1
0;7474.png;Training;3
2;7475.png;Training;3
2;7477.png;Training;4
2;7478.png;Training;1
2;7479.png;Training;0
1;7481.png;Training;4
2;7482.png;Training;0
2;7484.png;Training;2
0;7486.png;Training;3
2;7487.png;Training;2
1;7488.png;Training;0
2;7489.png;Training;4
0;7490.png;Training;1
2;7491.png;Training;0
2;7492.png;Training;3
2;7493.png;Training;3
0;7494.png;Training;1
0;7495.png;Training;4
2;7496.png;Training;2
0;7498.png;Training;1
1;7499.png;Training;2
2;7500.png;Training;1
1;7501.png;Training;1
2;7502.png;Training;1
2;7503.png;Training;0
2;7504.png;Training;3
2;7505.png;Training;4
1;7506.png;Training;4
0;7507.png;Training;0
2;7508.png;Training;4
2;7509.png;Training;3
2;7510.png;Training;3
1;7511.png;Training;0
2;7513.png;Training;4
2;7514.png;Training;0
0;7515.png;Training;1
0;7516.png;Training;2
2;7517.png;Training;2
1;7518.png;Training;0
0;7519.png;Training;0
2;7520.png;Training;0
2;7521.png;Training;0
1;7522.png;Training;0
1;7523.png;Training;0
2;7524.png;Training;2
0;7525.png;Training;1
1;7526.png;Training;2
2;7527.png;Training;3
0;7528.png;Training;3
2;7529.png;Training;1
0;7530.png;Training;4
1;7531.png;Training;1
1;7532.png;Training;2
2;7533.png;Training;0
2;7534.png;Training;4
2;7535.png;Training;0
2;7536.png;Training;1
1;7537.png;Training;3
0;7538.png;Training;2
2;7539.png;Training;2
1;7540.png;Training;2
2;7541.png;Training;4
2;7542.png;Training;3
2;7544.png;Training;0
2;7545.png;Training;4
2;7546.png;Training;2
1;7547.png;Training;4
1;7548.png;Training;4
2;7549.png;Training;4
2;7550.png;Training;0
0;7551.png;Training;3
2;7552.png;Training;3
1;7553.png;Training;0
2;7554.png;Training;4
1;7555.png;Training;4
2;7556.png;Training;4
2;7557.png;Training;4
2;7558.png;Training;4
2;7559.png;Training;1
1;7560.png;Training;0
1;7561.png;Training;4
2;7563.png;Training;1
2;7564.png;Training;2
2;7565.png;Training;4
2;7566.png;Training;2
2;7567.png;Training;4
1;7568.png;Training;2
2;7569.png;Training;0
0;7571.png;Training;1
2;7572.png;Training;3
1;7573.png;Training;0
2;7574.png;Training;1
0;7575.png;Training;3
2;7576.png;Training;4
1;7577.png;Training;2
2;7578.png;Training;0
2;7579.png;Training;2
2;7580.png;Training;4
2;7581.png;Training;0
1;7583.png;Training;4
2;7584.png;Training;3
1;7585.png;Training;1
2;7586.png;Training;0
2;7587.png;Training;0
0;7588.png;Training;4
2;7589.png;Training;3
1;7590.png;Training;2
2;7591.png;Training;2
2;7592.png;Training;1
2;7593.png;Training;4
2;7594.png;Training;4
1;7596.png;Training;4
2;7597.png;Training;2
1;7598.png;Training;1
0;7599.png;Training;1
2;7601.png;Training;4
2;7602.png;Training;3
1;7603.png;Training;3
1;7604.png;Training;1
2;7605.png;Training;3
0;7606.png;Training;1
0;7607.png;Training;2
0;7608.png;Training;1
1;7609.png;Training;4
0;7611.png;Training;1
2;7612.png;Training;1
1;7613.png;Training;4
2;7614.png;Training;3
1;7615.png;Training;2
1;7616.png;Training;2
2;7617.png;Training;1
2;7618.png;Training;4
2;7619.png;Training;0
2;7620.png;Training;1
1;7621.png;Training;3
1;7622.png;Training;4
2;7623.png;Training;3
0;7624.png;Training;1
1;7627.png;Training;2
0;7628.png;Training;4
1;7629.png;Training;4
0;7630.png;Training;3
0;7631.png;Training;3
2;7632.png;Training;1
1;7633.png;Training;3
1;7634.png;Training;2
2;7635.png;Training;1
2;7636.png;Training;4
2;7637.png;Training;1
2;7638.png;Training;4
2;7639.png;Training;0
2;7641.png;Training;2
2;7642.png;Training;3
0;7643.png;Training;0
0;7644.png;Training;4
2;7645.png;Training;4
2;7646.png;Training;3
2;7647.png;Training;4
2;7648.png;Training;4
1;7649.png;Training;3
0;7650.png;Training;4
2;7651.png;Training;0
2;7653.png;Training;2
2;7654.png;Training;1
2;7655.png;Training;2
2;7656.png;Training;2
1;7657.png;Training;2
2;7658.png;Training;2
1;7659.png;Training;0
0;7660.png;Training;3
1;7661.png;Training;0
2;7662.png;Training;0
0;7663.png;Training;0
1;7664.png;Training;4
2;7665.png;Training;0
1;7666.png;Training;0
0;7667.png;Training;2
2;7668.png;Training;0
2;7669.png;Training;4
1;7670.png;Training;1
2;7671.png;Training;3
1;7672.png;Training;2
2;7673.png;Training;3
1;7674.png;Training;1
2;7675.png;Training;3
1;7676.png;Training;2
2;7677.png;Training;3
2;7678.png;Training;4
2;7679.png;Training;3
1;7680.png;Training;2
2;7681.png;Training;4
1;7682.png;Training;2
2;7684.png;Training;2
1;7685.png;Training;3
0;7686.png;Training;1
2;7687.png;Training;2
2;7688.png;Training;4
2;7690.png;Training;4
2;7691.png;Training;3
1;7692.png;Training;0
2;7693.png;Training;2
0;7694.png;Training;3
0;7695.png;Training;1
0;7696.png;Training;1
2;7697.png;Training;0
1;7700.png;Training;4
0;7701.png;Training;4
1;7702.png;Training;1
1;7703.png;Training;3
2;7704.png;Training;2
2;7705.png;Training;1
1;7706.png;Training;2
1;7707.png;Training;2
0;7709.png;Training;0
2;7710.png;Training;0
2;7711.png;Training;3
1;7712.png;Training;3
1;7713.png;Training;3
2;7714.png;Training;2
1;7715.png;Training;4
0;7717.png;Training;2
2;7718.png;Training;1
2;7719.png;Training;0
2;7720.png;Training;2
2;7721.png;Training;2
2;7722.png;Training;3
1;7723.png;Training;1
2;7724.png;Training;4
0;7725.png;Training;4
0;7727.png;Training;0
0;7728.png;Training;1
2;7729.png;Training;2
2;7730.png;Training;2
1;7731.png;Training;4
2;7732.png;Training;4
2;7733.png;Training;4
2;7734.png;Training;2
1;7737.png;Training;1
0;7738.png;Training;1
1;7739.png;Training;4
1;7740.png;Training;0
2;7741.png;Training;2
2;7742.png;Training;4
1;7743.png;Training;2
2;7744.png;Training;1
0;7745.png;Training;1
2;7746.png;Training;2
2;7747.png;Training;2
2;7748.png;Training;0
2;7749.png;Training;4
1;7750.png;Training;2
2;7751.png;Training;4
2;7752.png;Training;1
1;7753.png;Training;1
0;7754.png;Training;0
0;7755.png;Training;4
2;7756.png;Training;3
1;7757.png;Training;3
0;7758.png;Training;0
2;7760.png;Training;3
1;7762.png;Training;1
1;7763.png;Training;2
2;7764.png;Training;2
0;7765.png;Training;4
2;7766.png;Training;1
2;7767.png;Training;3
1;7768.png;Training;1
0;7769.png;Training;4
2;7770.png;Training;0
1;7771.png;Training;4
0;7772.png;Training;3
