emotion;path;in_set
6;6810.png;Training
3;6811.png;Training
0;6812.png;Training
6;6813.png;Training
2;6814.png;Training
3;6815.png;Training
4;6816.png;Training
4;6817.png;Training
3;6818.png;Training
2;6819.png;Training
2;6820.png;Training
2;6821.png;Training
2;6822.png;Training
3;6823.png;Training
4;6824.png;Training
6;6825.png;Training
6;6826.png;Training
4;6827.png;Training
2;6828.png;Training
3;6829.png;Training
2;6830.png;Training
3;6831.png;Training
4;6832.png;Training
4;6833.png;Training
5;6834.png;Training
3;6835.png;Training
6;6836.png;Training
5;6837.png;Training
6;6838.png;Training
3;6839.png;Training
2;6840.png;Training
3;6841.png;Training
6;6842.png;Training
3;6843.png;Training
3;6844.png;Training
2;6845.png;Training
2;6846.png;Training
5;6847.png;Training
2;6848.png;Training
3;6849.png;Training
2;6850.png;Training
4;6851.png;Training
2;6852.png;Training
0;6853.png;Training
2;6854.png;Training
3;6855.png;Training
4;6856.png;Training
6;6857.png;Training
4;6858.png;Training
6;6859.png;Training
4;6860.png;Training
4;6861.png;Training
6;6862.png;Training
2;6863.png;Training
3;6864.png;Training
3;6865.png;Training
4;6866.png;Training
1;6867.png;Training
4;6868.png;Training
6;6869.png;Training
2;6870.png;Training
4;6871.png;Training
3;6872.png;Training
6;6873.png;Training
2;6874.png;Training
3;6875.png;Training
2;6876.png;Training
5;6877.png;Training
1;6878.png;Training
3;6879.png;Training
3;6880.png;Training
2;6881.png;Training
3;6882.png;Training
2;6883.png;Training
4;6884.png;Training
3;6885.png;Training
4;6886.png;Training
5;6887.png;Training
6;6888.png;Training
0;6889.png;Training
0;6890.png;Training
6;6891.png;Training
6;6892.png;Training
2;6893.png;Training
3;6894.png;Training
3;6895.png;Training
4;6896.png;Training
4;6897.png;Training
0;6898.png;Training
3;6899.png;Training
2;6900.png;Training
4;6901.png;Training
2;6902.png;Training
6;6903.png;Training
4;6904.png;Training
3;6905.png;Training
3;6906.png;Training
0;6907.png;Training
3;6908.png;Training
2;6909.png;Training
2;6910.png;Training
6;6911.png;Training
0;6912.png;Training
4;6913.png;Training
3;6914.png;Training
4;6915.png;Training
3;6916.png;Training
3;6917.png;Training
0;6918.png;Training
0;6919.png;Training
6;6920.png;Training
4;6921.png;Training
4;6922.png;Training
0;6923.png;Training
6;6924.png;Training
6;6925.png;Training
1;6926.png;Training
0;6927.png;Training
3;6928.png;Training
0;6929.png;Training
4;6930.png;Training
4;6931.png;Training
6;6932.png;Training
3;6933.png;Training
6;6934.png;Training
3;6935.png;Training
5;6936.png;Training
4;6937.png;Training
2;6938.png;Training
4;6939.png;Training
0;6940.png;Training
3;6941.png;Training
5;6942.png;Training
2;6943.png;Training
0;6944.png;Training
5;6945.png;Training
2;6946.png;Training
3;6947.png;Training
0;6948.png;Training
6;6949.png;Training
6;6950.png;Training
3;6951.png;Training
0;6952.png;Training
6;6953.png;Training
4;6954.png;Training
0;6955.png;Training
6;6956.png;Training
4;6957.png;Training
4;6958.png;Training
0;6959.png;Training
4;6960.png;Training
3;6961.png;Training
2;6962.png;Training
5;6963.png;Training
4;6964.png;Training
0;6965.png;Training
5;6966.png;Training
6;6967.png;Training
4;6968.png;Training
6;6969.png;Training
4;6970.png;Training
6;6971.png;Training
6;6972.png;Training
2;6973.png;Training
6;6974.png;Training
3;6975.png;Training
3;6976.png;Training
3;6977.png;Training
4;6978.png;Training
3;6979.png;Training
2;6980.png;Training
6;6981.png;Training
3;6982.png;Training
6;6983.png;Training
4;6984.png;Training
3;6985.png;Training
3;6986.png;Training
2;6987.png;Training
2;6988.png;Training
3;6989.png;Training
3;6990.png;Training
2;6991.png;Training
4;6992.png;Training
3;6993.png;Training
4;6994.png;Training
5;6995.png;Training
5;6996.png;Training
3;6997.png;Training
6;6998.png;Training
3;6999.png;Training
4;7000.png;Training
4;7001.png;Training
5;7002.png;Training
4;7003.png;Training
0;7004.png;Training
4;7005.png;Training
3;7006.png;Training
0;7007.png;Training
6;7008.png;Training
6;7009.png;Training
4;7010.png;Training
0;7011.png;Training
3;7012.png;Training
3;7013.png;Training
3;7014.png;Training
0;7015.png;Training
3;7016.png;Training
3;7017.png;Training
4;7018.png;Training
0;7019.png;Training
3;7020.png;Training
4;7021.png;Training
3;7022.png;Training
5;7023.png;Training
5;7024.png;Training
5;7025.png;Training
3;7026.png;Training
2;7027.png;Training
3;7028.png;Training
3;7029.png;Training
4;7030.png;Training
2;7031.png;Training
5;7032.png;Training
2;7033.png;Training
5;7034.png;Training
3;7035.png;Training
3;7036.png;Training
4;7037.png;Training
2;7038.png;Training
4;7039.png;Training
5;7040.png;Training
6;7041.png;Training
5;7042.png;Training
6;7043.png;Training
4;7044.png;Training
3;7045.png;Training
0;7046.png;Training
6;7047.png;Training
2;7048.png;Training
1;7049.png;Training
3;7050.png;Training
2;7051.png;Training
3;7052.png;Training
4;7053.png;Training
6;7054.png;Training
6;7055.png;Training
0;7056.png;Training
0;7057.png;Training
4;7058.png;Training
3;7059.png;Training
5;7060.png;Training
2;7061.png;Training
3;7062.png;Training
2;7063.png;Training
6;7064.png;Training
3;7065.png;Training
0;7066.png;Training
2;7067.png;Training
1;7068.png;Training
5;7069.png;Training
6;7070.png;Training
4;7071.png;Training
6;7072.png;Training
5;7073.png;Training
2;7074.png;Training
5;7075.png;Training
5;7076.png;Training
6;7077.png;Training
3;7078.png;Training
2;7079.png;Training
3;7080.png;Training
4;7081.png;Training
0;7082.png;Training
0;7083.png;Training
4;7084.png;Training
4;7085.png;Training
0;7086.png;Training
2;7087.png;Training
0;7088.png;Training
5;7089.png;Training
0;7090.png;Training
4;7091.png;Training
6;7092.png;Training
0;7093.png;Training
6;7094.png;Training
4;7095.png;Training
0;7096.png;Training
5;7097.png;Training
0;7098.png;Training
6;7099.png;Training
3;7100.png;Training
5;7101.png;Training
2;7102.png;Training
0;7103.png;Training
0;7104.png;Training
4;7105.png;Training
6;7106.png;Training
6;7107.png;Training
1;7108.png;Training
4;7109.png;Training
6;7110.png;Training
2;7111.png;Training
3;7112.png;Training
2;7113.png;Training
3;7114.png;Training
4;7115.png;Training
3;7116.png;Training
2;7117.png;Training
6;7118.png;Training
4;7119.png;Training
3;7120.png;Training
4;7121.png;Training
4;7122.png;Training
3;7123.png;Training
5;7124.png;Training
2;7125.png;Training
4;7126.png;Training
6;7127.png;Training
6;7128.png;Training
2;7129.png;Training
3;7130.png;Training
6;7131.png;Training
6;7132.png;Training
5;7133.png;Training
0;7134.png;Training
3;7135.png;Training
0;7136.png;Training
6;7137.png;Training
3;7138.png;Training
5;7139.png;Training
2;7140.png;Training
3;7141.png;Training
0;7142.png;Training
1;7143.png;Training
2;7144.png;Training
6;7145.png;Training
2;7146.png;Training
3;7147.png;Training
3;7148.png;Training
6;7149.png;Training
2;7150.png;Training
4;7151.png;Training
3;7152.png;Training
5;7153.png;Training
3;7154.png;Training
6;7155.png;Training
6;7156.png;Training
4;7157.png;Training
2;7158.png;Training
3;7159.png;Training
2;7160.png;Training
3;7161.png;Training
3;7162.png;Training
4;7163.png;Training
5;7164.png;Training
4;7165.png;Training
3;7166.png;Training
0;7167.png;Training
4;7168.png;Training
6;7169.png;Training
3;7170.png;Training
3;7171.png;Training
3;7172.png;Training
4;7173.png;Training
0;7174.png;Training
3;7175.png;Training
2;7176.png;Training
0;7177.png;Training
3;7178.png;Training
4;7179.png;Training
0;7180.png;Training
3;7181.png;Training
2;7182.png;Training
3;7183.png;Training
0;7184.png;Training
3;7185.png;Training
3;7186.png;Training
0;7187.png;Training
3;7188.png;Training
2;7189.png;Training
3;7190.png;Training
3;7191.png;Training
1;7192.png;Training
5;7193.png;Training
2;7194.png;Training
4;7195.png;Training
3;7196.png;Training
0;7197.png;Training
6;7198.png;Training
0;7199.png;Training
3;7200.png;Training
3;7201.png;Training
0;7202.png;Training
5;7203.png;Training
5;7204.png;Training
6;7205.png;Training
3;7206.png;Training
4;7207.png;Training
4;7208.png;Training
3;7209.png;Training
3;7210.png;Training
5;7211.png;Training
4;7212.png;Training
2;7213.png;Training
6;7214.png;Training
3;7215.png;Training
0;7216.png;Training
3;7217.png;Training
3;7218.png;Training
0;7219.png;Training
6;7220.png;Training
5;7221.png;Training
0;7222.png;Training
3;7223.png;Training
2;7224.png;Training
4;7225.png;Training
3;7226.png;Training
6;7227.png;Training
4;7228.png;Training
6;7229.png;Training
2;7230.png;Training
3;7231.png;Training
4;7232.png;Training
4;7233.png;Training
3;7234.png;Training
2;7235.png;Training
2;7236.png;Training
4;7237.png;Training
0;7238.png;Training
6;7239.png;Training
4;7240.png;Training
0;7241.png;Training
3;7242.png;Training
2;7243.png;Training
3;7244.png;Training
3;7245.png;Training
6;7246.png;Training
0;7247.png;Training
0;7248.png;Training
4;7249.png;Training
5;7250.png;Training
3;7251.png;Training
4;7252.png;Training
4;7253.png;Training
6;7254.png;Training
2;7255.png;Training
5;7256.png;Training
0;7257.png;Training
6;7258.png;Training
0;7259.png;Training
3;7260.png;Training
0;7261.png;Training
0;7262.png;Training
3;7263.png;Training
4;7264.png;Training
3;7265.png;Training
3;7266.png;Training
0;7267.png;Training
4;7268.png;Training
4;7269.png;Training
2;7270.png;Training
2;7271.png;Training
3;7272.png;Training
6;7273.png;Training
6;7274.png;Training
4;7275.png;Training
6;7276.png;Training
3;7277.png;Training
6;7278.png;Training
3;7279.png;Training
3;7280.png;Training
0;7281.png;Training
4;7282.png;Training
3;7283.png;Training
0;7284.png;Training
2;7285.png;Training
5;7286.png;Training
4;7287.png;Training
4;7288.png;Training
2;7289.png;Training
3;7290.png;Training
0;7291.png;Training
3;7292.png;Training
5;7293.png;Training
6;7294.png;Training
3;7295.png;Training
0;7296.png;Training
6;7297.png;Training
3;7298.png;Training
3;7299.png;Training
0;7300.png;Training
4;7301.png;Training
2;7302.png;Training
0;7303.png;Training
6;7304.png;Training
2;7305.png;Training
4;7306.png;Training
3;7307.png;Training
2;7308.png;Training
5;7309.png;Training
4;7310.png;Training
3;7311.png;Training
6;7312.png;Training
1;7313.png;Training
4;7314.png;Training
5;7315.png;Training
6;7316.png;Training
4;7317.png;Training
5;7318.png;Training
6;7319.png;Training
3;7320.png;Training
4;7321.png;Training
0;7322.png;Training
0;7323.png;Training
6;7324.png;Training
0;7325.png;Training
6;7326.png;Training
2;7327.png;Training
0;7328.png;Training
3;7329.png;Training
3;7330.png;Training
4;7331.png;Training
3;7332.png;Training
3;7333.png;Training
3;7334.png;Training
3;7335.png;Training
2;7336.png;Training
4;7337.png;Training
2;7338.png;Training
4;7339.png;Training
2;7340.png;Training
0;7341.png;Training
2;7342.png;Training
3;7343.png;Training
6;7344.png;Training
3;7345.png;Training
0;7346.png;Training
5;7347.png;Training
6;7348.png;Training
2;7349.png;Training
2;7350.png;Training
0;7351.png;Training
5;7352.png;Training
2;7353.png;Training
2;7354.png;Training
4;7355.png;Training
3;7356.png;Training
3;7357.png;Training
0;7358.png;Training
4;7359.png;Training
0;7360.png;Training
6;7361.png;Training
0;7362.png;Training
0;7363.png;Training
5;7364.png;Training
2;7365.png;Training
3;7366.png;Training
2;7367.png;Training
6;7368.png;Training
3;7369.png;Training
0;7370.png;Training
4;7371.png;Training
5;7372.png;Training
4;7373.png;Training
0;7374.png;Training
4;7375.png;Training
6;7376.png;Training
0;7377.png;Training
4;7378.png;Training
3;7379.png;Training
3;7380.png;Training
5;7381.png;Training
5;7382.png;Training
3;7383.png;Training
2;7384.png;Training
4;7385.png;Training
1;7386.png;Training
3;7387.png;Training
5;7388.png;Training
0;7389.png;Training
0;7390.png;Training
6;7391.png;Training
3;7392.png;Training
2;7393.png;Training
2;7394.png;Training
6;7395.png;Training
4;7396.png;Training
6;7397.png;Training
6;7398.png;Training
6;7399.png;Training
4;7400.png;Training
6;7401.png;Training
6;7402.png;Training
6;7403.png;Training
6;7404.png;Training
1;7405.png;Training
4;7406.png;Training
4;7407.png;Training
6;7408.png;Training
0;7409.png;Training
3;7410.png;Training
3;7411.png;Training
4;7412.png;Training
3;7413.png;Training
6;7414.png;Training
0;7415.png;Training
3;7416.png;Training
0;7417.png;Training
0;7418.png;Training
5;7419.png;Training
2;7420.png;Training
3;7421.png;Training
6;7422.png;Training
6;7423.png;Training
5;7424.png;Training
3;7425.png;Training
2;7426.png;Training
3;7427.png;Training
4;7428.png;Training
2;7429.png;Training
4;7430.png;Training
5;7431.png;Training
2;7432.png;Training
6;7433.png;Training
5;7434.png;Training
6;7435.png;Training
4;7436.png;Training
3;7437.png;Training
5;7438.png;Training
4;7439.png;Training
4;7440.png;Training
3;7441.png;Training
3;7442.png;Training
6;7443.png;Training
3;7444.png;Training
3;7445.png;Training
3;7446.png;Training
6;7447.png;Training
6;7448.png;Training
2;7449.png;Training
5;7450.png;Training
2;7451.png;Training
3;7452.png;Training
4;7453.png;Training
5;7454.png;Training
1;7455.png;Training
6;7456.png;Training
0;7457.png;Training
3;7458.png;Training
5;7459.png;Training
4;7460.png;Training
5;7461.png;Training
6;7462.png;Training
3;7463.png;Training
2;7464.png;Training
0;7465.png;Training
6;7466.png;Training
3;7467.png;Training
1;7468.png;Training
3;7469.png;Training
6;7470.png;Training
0;7471.png;Training
4;7472.png;Training
4;7473.png;Training
6;7474.png;Training
4;7475.png;Training
5;7476.png;Training
4;7477.png;Training
2;7478.png;Training
4;7479.png;Training
5;7480.png;Training
3;7481.png;Training
0;7482.png;Training
5;7483.png;Training
0;7484.png;Training
5;7485.png;Training
6;7486.png;Training
0;7487.png;Training
3;7488.png;Training
0;7489.png;Training
6;7490.png;Training
0;7491.png;Training
0;7492.png;Training
2;7493.png;Training
6;7494.png;Training
6;7495.png;Training
0;7496.png;Training
5;7497.png;Training
6;7498.png;Training
3;7499.png;Training
4;7500.png;Training
3;7501.png;Training
4;7502.png;Training
1;7503.png;Training
0;7504.png;Training
4;7505.png;Training
3;7506.png;Training
6;7507.png;Training
0;7508.png;Training
0;7509.png;Training
2;7510.png;Training
3;7511.png;Training
5;7512.png;Training
2;7513.png;Training
0;7514.png;Training
6;7515.png;Training
6;7516.png;Training
2;7517.png;Training
3;7518.png;Training
6;7519.png;Training
2;7520.png;Training
2;7521.png;Training
3;7522.png;Training
3;7523.png;Training
0;7524.png;Training
6;7525.png;Training
3;7526.png;Training
2;7527.png;Training
6;7528.png;Training
0;7529.png;Training
6;7530.png;Training
3;7531.png;Training
3;7532.png;Training
0;7533.png;Training
4;7534.png;Training
4;7535.png;Training
4;7536.png;Training
3;7537.png;Training
6;7538.png;Training
0;7539.png;Training
3;7540.png;Training
2;7541.png;Training
2;7542.png;Training
5;7543.png;Training
4;7544.png;Training
0;7545.png;Training
4;7546.png;Training
3;7547.png;Training
3;7548.png;Training
2;7549.png;Training
0;7550.png;Training
6;7551.png;Training
0;7552.png;Training
3;7553.png;Training
4;7554.png;Training
3;7555.png;Training
4;7556.png;Training
2;7557.png;Training
2;7558.png;Training
0;7559.png;Training
3;7560.png;Training
3;7561.png;Training
5;7562.png;Training
4;7563.png;Training
4;7564.png;Training
4;7565.png;Training
4;7566.png;Training
4;7567.png;Training
3;7568.png;Training
4;7569.png;Training
5;7570.png;Training
6;7571.png;Training
0;7572.png;Training
3;7573.png;Training
2;7574.png;Training
6;7575.png;Training
4;7576.png;Training
3;7577.png;Training
0;7578.png;Training
4;7579.png;Training
2;7580.png;Training
0;7581.png;Training
5;7582.png;Training
3;7583.png;Training
0;7584.png;Training
3;7585.png;Training
4;7586.png;Training
0;7587.png;Training
6;7588.png;Training
0;7589.png;Training
3;7590.png;Training
2;7591.png;Training
1;7592.png;Training
2;7593.png;Training
4;7594.png;Training
5;7595.png;Training
3;7596.png;Training
1;7597.png;Training
3;7598.png;Training
6;7599.png;Training
5;7600.png;Training
2;7601.png;Training
4;7602.png;Training
3;7603.png;Training
3;7604.png;Training
2;7605.png;Training
6;7606.png;Training
6;7607.png;Training
6;7608.png;Training
3;7609.png;Training
5;7610.png;Training
6;7611.png;Training
4;7612.png;Training
3;7613.png;Training
2;7614.png;Training
3;7615.png;Training
3;7616.png;Training
2;7617.png;Training
4;7618.png;Training
4;7619.png;Training
0;7620.png;Training
3;7621.png;Training
3;7622.png;Training
4;7623.png;Training
6;7624.png;Training
5;7625.png;Training
5;7626.png;Training
3;7627.png;Training
6;7628.png;Training
3;7629.png;Training
6;7630.png;Training
6;7631.png;Training
2;7632.png;Training
3;7633.png;Training
3;7634.png;Training
2;7635.png;Training
0;7636.png;Training
0;7637.png;Training
2;7638.png;Training
4;7639.png;Training
5;7640.png;Training
2;7641.png;Training
4;7642.png;Training
6;7643.png;Training
6;7644.png;Training
4;7645.png;Training
2;7646.png;Training
4;7647.png;Training
4;7648.png;Training
3;7649.png;Training
6;7650.png;Training
0;7651.png;Training
5;7652.png;Training
4;7653.png;Training
2;7654.png;Training
0;7655.png;Training
0;7656.png;Training
3;7657.png;Training
2;7658.png;Training
3;7659.png;Training
6;7660.png;Training
